date,middlePB,equalWeightAveragePB,close,quantileInAllHistoryMiddlePB,quantileInRecent10YearsMiddlePB,quantileInAllHistoryEqualWeightAveragePB,quantileInRecent10YearsEqualWeightAveragePB
2009-03-06,2.83,3.6,2193.01,0.61227,0.61227,0.6093,0.6093
2009-03-09,2.7,3.5,2118.75,0.60474,0.60474,0.60573,0.60573
2009-03-10,2.79,3.57,2158.57,0.60908,0.60908,0.60711,0.60711
2009-03-11,2.77,3.59,2139.03,0.60848,0.60848,0.6075,0.6075
2009-03-12,2.8,3.59,2133.88,0.61084,0.61084,0.60788,0.60788
2009-03-13,2.76,3.58,2128.85,0.60728,0.60728,0.6063,0.6063
2009-03-16,2.81,3.62,2153.29,0.61259,0.61259,0.61357,0.61357
2009-03-17,2.91,3.72,2218.33,0.62574,0.62574,0.62083,0.62083
2009-03-18,2.94,3.71,2223.73,0.63297,0.63297,0.62022,0.62022
2009-03-19,3.0,3.81,2265.76,0.64216,0.64216,0.63235,0.63235
2009-03-20,2.98,3.82,2281.09,0.63957,0.63957,0.63271,0.63271
2009-03-23,3.02,3.88,2325.48,0.64579,0.64579,0.6409,0.6409
2009-03-24,3.06,3.91,2338.42,0.65103,0.65103,0.64516,0.64516
2009-03-25,2.99,3.81,2291.56,0.63965,0.63965,0.63086,0.63086
2009-03-26,3.07,3.91,2361.7,0.65171,0.65171,0.64585,0.64585
2009-03-27,3.1,3.91,2374.44,0.65692,0.65692,0.6462,0.6462
2009-03-30,3.13,3.98,2358.04,0.66115,0.66115,0.65141,0.65141
2009-03-31,3.16,4.04,2373.21,0.66148,0.66148,0.66245,0.66245
2009-04-01,3.21,4.1,2408.02,0.66667,0.66667,0.66861,0.66861
2009-04-02,3.21,4.11,2425.29,0.66699,0.66699,0.66893,0.66893
2009-04-03,3.18,4.05,2419.78,0.66149,0.66149,0.66149,0.66149
2009-04-07,3.23,4.09,2439.18,0.67054,0.67054,0.66667,0.66667
2009-04-08,3.12,4.01,2347.39,0.65344,0.65344,0.65344,0.65344
2009-04-09,3.19,4.15,2379.88,0.66344,0.66344,0.67311,0.67311
2009-04-10,3.28,4.25,2444.23,0.67633,0.67633,0.68502,0.68502
2009-04-13,3.34,4.3,2513.7,0.68533,0.68533,0.68919,0.68919
2009-04-14,3.39,4.37,2527.18,0.68949,0.68949,0.69913,0.69913
2009-04-15,3.46,4.43,2536.06,0.70039,0.70039,0.70039,0.70039
2009-04-16,3.48,4.43,2534.13,0.70067,0.70067,0.70067,0.70067
2009-04-17,3.42,4.39,2503.94,0.69231,0.69231,0.69808,0.69808
2009-04-20,3.53,4.48,2557.46,0.70509,0.70509,0.70413,0.70413
2009-04-21,3.53,4.48,2535.83,0.70537,0.70537,0.70441,0.70441
2009-04-22,3.31,4.27,2461.35,0.67689,0.67689,0.68265,0.68265
2009-04-23,3.33,4.27,2463.95,0.67912,0.67912,0.68295,0.68295
2009-04-24,3.33,4.24,2448.6,0.67943,0.67943,0.67751,0.67751
2009-04-27,3.19,4.08,2405.35,0.65679,0.65679,0.6587,0.6587
2009-04-28,3.2,4.14,2401.44,0.65807,0.65807,0.66571,0.66571
2009-04-29,3.28,4.21,2468.19,0.6708,0.6708,0.6708,0.6708
2009-04-30,3.33,4.27,2477.57,0.68065,0.68065,0.68446,0.68446
2009-05-04,3.45,4.42,2559.91,0.6981,0.6981,0.7,0.7
2009-05-05,3.49,4.44,2567.34,0.70314,0.70314,0.70219,0.70219
2009-05-06,3.57,4.55,2592.52,0.71008,0.71008,0.71008,0.71008
2009-05-07,3.52,4.51,2597.45,0.7037,0.7037,0.70845,0.70845
2009-05-08,3.55,4.56,2625.65,0.70778,0.70778,0.71063,0.71063
2009-05-11,3.4,4.35,2579.75,0.6872,0.6872,0.69005,0.69005
2009-05-12,3.52,4.5,2618.17,0.7036,0.7036,0.70739,0.70739
2009-05-13,3.54,4.5,2663.77,0.70766,0.70766,0.70766,0.70766
2009-05-14,3.54,4.53,2639.89,0.70794,0.70794,0.70983,0.70983
2009-05-15,3.58,4.58,2645.26,0.71199,0.71199,0.71388,0.71388
2009-05-18,3.57,4.54,2652.78,0.71132,0.71132,0.70943,0.70943
2009-05-19,3.64,4.6,2676.68,0.71631,0.71631,0.71631,0.71631
2009-05-20,3.62,4.59,2651.41,0.71469,0.71469,0.71563,0.71563
2009-05-21,3.55,4.51,2610.62,0.70649,0.70649,0.70555,0.70555
2009-05-22,3.57,4.51,2597.6,0.71053,0.71053,0.70583,0.70583
2009-05-25,3.59,4.58,2610.01,0.71268,0.71268,0.71362,0.71362
2009-05-26,3.62,4.56,2588.58,0.71576,0.71576,0.71013,0.71013
2009-05-27,3.6,4.56,2632.93,0.71321,0.71321,0.7104,0.7104
2009-06-01,3.68,4.64,2721.28,0.72004,0.72004,0.71816,0.71816
2009-06-02,3.68,4.65,2724.3,0.7203,0.7203,0.71936,0.71936
2009-06-03,3.72,4.71,2778.59,0.7243,0.7243,0.72243,0.72243
2009-06-04,3.71,4.68,2767.24,0.72362,0.72362,0.71895,0.71895
2009-06-05,3.68,4.69,2753.89,0.71922,0.71922,0.72108,0.72108
2009-06-08,3.67,4.67,2768.34,0.71668,0.71668,0.71761,0.71761
2009-06-09,3.69,4.71,2787.89,0.7216,0.7216,0.72346,0.72346
2009-06-10,3.74,4.72,2816.25,0.72558,0.72558,0.72465,0.72465
2009-06-11,3.71,4.75,2797.32,0.72398,0.72398,0.72584,0.72584
2009-06-12,3.63,4.67,2743.76,0.71123,0.71123,0.71588,0.71588
2009-06-15,3.7,4.73,2789.55,0.72171,0.72171,0.72449,0.72449
2009-06-16,3.69,4.71,2776.02,0.72011,0.72011,0.72196,0.72196
2009-06-17,3.74,4.78,2810.12,0.72685,0.72685,0.7287,0.7287
2009-06-18,3.76,4.8,2853.9,0.7271,0.7271,0.72895,0.72895
2009-06-19,3.77,4.81,2880.49,0.72828,0.72828,0.72921,0.72921
2009-06-22,3.75,4.78,2896.3,0.72576,0.72576,0.72761,0.72761
2009-06-23,3.73,4.75,2892.7,0.72325,0.72325,0.72417,0.72417
2009-06-24,3.8,4.81,2922.3,0.72995,0.72995,0.72995,0.72995
2009-06-25,3.79,4.84,2925.05,0.72928,0.72928,0.73297,0.73297
2009-06-26,3.79,4.84,2928.21,0.72953,0.72953,0.73321,0.73321
2009-06-29,3.8,4.83,2975.31,0.7307,0.7307,0.7307,0.7307
2009-06-30,3.78,4.79,2959.36,0.72635,0.72635,0.72544,0.72544
2009-07-01,3.82,4.82,3008.15,0.73119,0.73119,0.72936,0.72936
2009-07-02,3.86,4.88,3060.25,0.73236,0.73236,0.73694,0.73694
2009-07-03,3.87,4.97,3088.37,0.7326,0.7326,0.74725,0.74725
2009-07-06,3.89,4.98,3124.67,0.73468,0.73468,0.7484,0.7484
2009-07-07,3.91,5.0,3089.45,0.73583,0.73583,0.7532,0.7532
2009-07-08,3.94,5.0,3080.77,0.74155,0.74155,0.75342,0.75342
2009-07-09,4.03,5.09,3123.04,0.75274,0.75274,0.76277,0.76277
2009-07-10,4.08,5.14,3113.93,0.75934,0.75934,0.76572,0.76572
2009-07-13,4.07,5.16,3080.56,0.75774,0.75774,0.76776,0.76776
2009-07-14,4.16,5.27,3145.16,0.76706,0.76706,0.77343,0.77343
2009-07-15,4.18,5.28,3188.55,0.76818,0.76818,0.77455,0.77455
2009-07-16,4.15,5.27,3183.74,0.76567,0.76567,0.77293,0.77293
2009-07-17,4.18,5.33,3189.74,0.7686,0.7686,0.77858,0.77858
2009-07-20,4.27,5.4,3266.92,0.77607,0.77607,0.78241,0.78241
2009-07-21,4.17,5.31,3213.21,0.7654,0.7654,0.77536,0.77536
2009-07-22,4.22,5.35,3296.62,0.77195,0.77195,0.78009,0.78009
2009-07-23,4.25,5.4,3328.49,0.77396,0.77396,0.783,0.783
2009-07-24,4.23,5.37,3372.6,0.77145,0.77145,0.78049,0.78049
2009-07-27,4.32,5.52,3435.21,0.78069,0.78069,0.79061,0.79061
2009-07-28,4.37,5.55,3438.37,0.78359,0.78359,0.7908,0.7908
2009-07-29,4.09,5.23,3266.43,0.75405,0.75405,0.76396,0.76396
2009-07-30,4.16,5.25,3321.56,0.76148,0.76148,0.76598,0.76598
2009-07-31,4.28,5.39,3412.06,0.77608,0.77608,0.78058,0.78058
2009-08-03,4.33,5.49,3462.59,0.78167,0.78167,0.78886,0.78886
2009-08-04,4.41,5.51,3471.44,0.78815,0.78815,0.78905,0.78905
2009-08-05,4.42,5.53,3428.5,0.78834,0.78834,0.79103,0.79103
2009-08-06,4.31,5.46,3356.33,0.77599,0.77599,0.78405,0.78405
2009-08-07,4.22,5.32,3260.69,0.76634,0.76634,0.77081,0.77081
2009-08-10,4.24,5.35,3249.76,0.76834,0.76834,0.7746,0.7746
2009-08-11,4.29,5.4,3264.73,0.7748,0.7748,0.78016,0.78016
2009-08-12,4.05,5.14,3112.72,0.74196,0.74196,0.75089,0.75089
2009-08-13,4.06,5.17,3140.56,0.74309,0.74309,0.75468,0.75468
2009-08-14,3.86,5.01,3046.97,0.71301,0.71301,0.73619,0.73619
2009-08-17,3.63,4.65,2870.63,0.68299,0.68299,0.68566,0.68566
2009-08-18,3.68,4.69,2910.88,0.6895,0.6895,0.69128,0.69128
2009-08-19,3.48,4.49,2785.58,0.65689,0.65689,0.66311,0.66311
2009-08-20,3.63,4.66,2911.58,0.68295,0.68295,0.68561,0.68561
2009-08-21,3.72,4.81,2960.77,0.6992,0.6992,0.70807,0.70807
2009-08-24,3.78,4.9,2993.43,0.70656,0.70656,0.72163,0.72163
2009-08-25,3.76,4.8,2915.8,0.70328,0.70328,0.70505,0.70505
2009-08-26,3.87,4.91,2967.6,0.71593,0.71593,0.72389,0.72389
2009-08-27,3.87,4.99,2946.4,0.71618,0.71618,0.73475,0.73475
2009-08-28,3.78,4.9,2860.69,0.70583,0.70583,0.72085,0.72085
2009-08-31,3.5,4.56,2667.75,0.65578,0.65578,0.67079,0.67079
2009-09-01,3.51,4.52,2683.72,0.65608,0.65608,0.66402,0.66402
2009-09-02,3.52,4.53,2714.97,0.65815,0.65815,0.66608,0.66608
2009-09-03,3.68,4.75,2845.02,0.6875,0.6875,0.69806,0.69806
2009-09-04,3.75,4.83,2861.61,0.70097,0.70097,0.71064,0.71064
2009-09-07,3.77,4.88,2881.12,0.70475,0.70475,0.71705,0.71705
2009-09-08,3.85,4.98,2930.48,0.71378,0.71378,0.73222,0.73222
2009-09-09,3.9,5.02,2946.26,0.72193,0.72193,0.74298,0.74298
2009-09-10,3.81,4.96,2924.88,0.71078,0.71078,0.72656,0.72656
2009-09-11,3.89,5.03,2989.79,0.72067,0.72067,0.74431,0.74431
2009-09-14,4.0,5.17,3026.74,0.73491,0.73491,0.75941,0.75941
2009-09-15,4.05,5.24,3033.73,0.7465,0.7465,0.76399,0.76399
2009-09-16,4.06,5.26,2999.71,0.74847,0.74847,0.76594,0.76594
2009-09-17,4.17,5.35,3060.26,0.76265,0.76265,0.77923,0.77923
2009-09-18,4.02,5.18,2962.67,0.7367,0.7367,0.75763,0.75763
2009-09-21,4.1,5.24,2967.01,0.75436,0.75436,0.76307,0.76307
2009-09-22,3.98,5.14,2897.55,0.72846,0.72846,0.75109,0.75109
2009-09-23,3.87,4.97,2842.72,0.71304,0.71304,0.72435,0.72435
2009-09-24,3.83,4.97,2853.55,0.70634,0.70634,0.72459,0.72459
2009-09-25,3.77,4.93,2838.84,0.69705,0.69705,0.71788,0.71788
2009-09-28,3.64,4.77,2763.53,0.67129,0.67129,0.69037,0.69037
2009-09-29,3.57,4.67,2754.54,0.65945,0.65945,0.67418,0.67418
2009-09-30,3.6,4.69,2779.43,0.66407,0.66407,0.67879,0.67879
2009-10-09,3.79,4.89,2911.72,0.70329,0.70329,0.71021,0.71021
2009-10-12,3.81,4.91,2894.48,0.70614,0.70614,0.71737,0.71737
2009-10-13,3.85,4.99,2936.19,0.70984,0.70984,0.73316,0.73316
2009-10-14,3.88,5.06,2970.53,0.71613,0.71613,0.74461,0.74461
2009-10-15,3.9,5.1,2979.79,0.72069,0.72069,0.74914,0.74914
2009-10-16,3.91,5.13,2976.63,0.72179,0.72179,0.75108,0.75108
2009-10-19,4.03,5.25,3038.27,0.74182,0.74182,0.76764,0.76764
2009-10-20,4.08,5.3,3084.45,0.75322,0.75322,0.77214,0.77214
2009-10-21,4.06,5.24,3070.59,0.75,0.75,0.7646,0.7646
2009-10-22,4.07,5.27,3051.41,0.75107,0.75107,0.76996,0.76996
2009-10-23,4.11,5.32,3107.85,0.75815,0.75815,0.77787,0.77787
2009-10-26,4.11,5.28,3109.57,0.75835,0.75835,0.77121,0.77121
2009-10-27,4.03,5.11,3021.46,0.73887,0.73887,0.74486,0.74486
2009-10-28,4.05,5.14,3031.33,0.74508,0.74508,0.75021,0.75021
2009-10-29,3.95,5.02,2960.47,0.72393,0.72393,0.73333,0.73333
2009-10-30,4.01,5.08,2995.85,0.73185,0.73185,0.73954,0.73954
2009-11-02,4.11,5.18,3076.65,0.75939,0.75939,0.75683,0.75683
2009-11-03,4.21,5.29,3114.23,0.77323,0.77323,0.77238,0.77238
2009-11-04,4.24,5.33,3128.54,0.77853,0.77853,0.78024,0.78024
2009-11-05,4.28,5.37,3155.05,0.78383,0.78383,0.78638,0.78638
2009-11-06,4.32,5.36,3164.04,0.78997,0.78997,0.78486,0.78486
2009-11-09,4.38,5.42,3175.59,0.79524,0.79524,0.79269,0.79269
2009-11-10,4.35,5.41,3178.61,0.79287,0.79287,0.79032,0.79032
2009-11-11,4.35,5.41,3175.19,0.79304,0.79304,0.7905,0.7905
2009-11-12,4.37,5.44,3172.95,0.79407,0.79407,0.79407,0.79407
2009-11-13,4.43,5.48,3187.65,0.80017,0.80017,0.79848,0.79848
2009-11-16,4.54,5.61,3275.05,0.80795,0.80795,0.80626,0.80626
2009-11-17,4.54,5.62,3282.89,0.80811,0.80811,0.80642,0.80642
2009-11-18,4.58,5.66,3303.23,0.81166,0.81166,0.80743,0.80743
2009-11-19,4.64,5.73,3320.61,0.81772,0.81772,0.80844,0.80844
2009-11-20,4.67,5.74,3308.35,0.81956,0.81956,0.8086,0.8086
2009-11-23,4.78,5.86,3338.66,0.82898,0.82898,0.81634,0.81634
2009-11-24,4.5,5.6,3223.53,0.80135,0.80135,0.80219,0.80219
2009-11-25,4.66,5.79,3290.17,0.81833,0.81833,0.80992,0.80992
2009-11-26,4.46,5.52,3170.98,0.79748,0.79748,0.79664,0.79664
2009-11-27,4.35,5.41,3096.27,0.78589,0.78589,0.78338,0.78338
2009-11-30,4.53,5.64,3195.3,0.80285,0.80285,0.80369,0.80369
2009-12-01,4.67,5.74,3235.36,0.81978,0.81978,0.80805,0.80805
2009-12-02,4.73,5.84,3269.75,0.8258,0.8258,0.81323,0.81323
2009-12-03,4.77,5.9,3264.63,0.82845,0.82845,0.82259,0.82259
2009-12-04,4.66,5.77,3317.04,0.81689,0.81689,0.80853,0.80853
2009-12-07,4.73,5.82,3331.9,0.8254,0.8254,0.81119,0.81119
2009-12-08,4.73,5.81,3296.66,0.82554,0.82554,0.81052,0.81052
2009-12-09,4.64,5.72,3239.57,0.81234,0.81234,0.80234,0.80234
2009-12-10,4.66,5.78,3254.26,0.81583,0.81583,0.8075,0.8075
2009-12-11,4.68,5.77,3247.32,0.81848,0.81848,0.80683,0.80683
2009-12-14,4.66,5.76,3302.9,0.81531,0.81531,0.80449,0.80449
2009-12-15,4.69,5.78,3274.46,0.81962,0.81962,0.80798,0.80798
2009-12-16,4.67,5.77,3255.21,0.81645,0.81645,0.80648,0.80648
2009-12-17,4.49,5.55,3179.08,0.79004,0.79004,0.79004,0.79004
2009-12-18,4.33,5.34,3113.89,0.7728,0.7728,0.76119,0.76119
2009-12-21,4.36,5.4,3122.97,0.77713,0.77713,0.77216,0.77216
2009-12-22,4.27,5.26,3050.52,0.76159,0.76159,0.74503,0.74503
2009-12-23,4.34,5.33,3073.78,0.77337,0.77337,0.75931,0.75931
2009-12-24,4.47,5.5,3153.41,0.78926,0.78926,0.78512,0.78512
2009-12-25,4.5,5.51,3141.35,0.79356,0.79356,0.78613,0.78613
2009-12-28,4.6,5.63,3188.79,0.80528,0.80528,0.7962,0.7962
2009-12-29,4.59,5.61,3211.76,0.80297,0.80297,0.79472,0.79472
2009-12-30,4.59,5.63,3262.6,0.80313,0.80313,0.79654,0.79654
2009-12-31,4.65,5.68,3277.14,0.81152,0.81152,0.79918,0.79918
2010-01-04,4.64,5.68,3243.76,0.81003,0.81003,0.79934,0.79934
2010-01-05,4.67,5.74,3282.18,0.81841,0.81841,0.80362,0.80362
2010-01-06,4.65,5.72,3254.22,0.81117,0.81117,0.80049,0.80049
2010-01-07,4.59,5.62,3192.78,0.80066,0.80066,0.79245,0.79245
2010-01-08,4.6,5.63,3196.0,0.80328,0.80328,0.79426,0.79426
2010-01-11,4.63,5.68,3212.75,0.80672,0.80672,0.79853,0.79853
2010-01-12,4.74,5.79,3273.97,0.82897,0.82897,0.81178,0.81178
2010-01-13,4.68,5.74,3172.66,0.82011,0.82011,0.80376,0.80376
2010-01-14,4.83,5.89,3215.55,0.83824,0.83824,0.82516,0.82516
2010-01-15,4.83,5.91,3224.15,0.83837,0.83837,0.82694,0.82694
2010-01-18,4.91,5.99,3237.1,0.85073,0.85073,0.83605,0.83605
2010-01-19,4.89,5.95,3246.87,0.84923,0.84923,0.83293,0.83293
2010-01-20,4.7,5.79,3151.85,0.81922,0.81922,0.80945,0.80945
2010-01-21,4.73,5.83,3158.86,0.82587,0.82587,0.81286,0.81286
2010-01-22,4.61,5.68,3128.59,0.79756,0.79756,0.7935,0.7935
2010-01-25,4.52,5.6,3094.41,0.78229,0.78229,0.78229,0.78229
2010-01-26,4.37,5.35,3019.39,0.76542,0.76542,0.75081,0.75081
2010-01-27,4.33,5.35,2986.61,0.7575,0.7575,0.75101,0.75101
2010-01-28,4.38,5.36,2994.14,0.76742,0.76742,0.75284,0.75284
2010-01-29,4.42,5.44,2989.29,0.77166,0.77166,0.76599,0.76599
2010-02-01,4.33,5.33,2941.36,0.75647,0.75647,0.74353,0.74353
2010-02-02,4.27,5.31,2934.71,0.74454,0.74454,0.73727,0.73727
2010-02-03,4.34,5.35,3003.84,0.75848,0.75848,0.7504,0.7504
2010-02-04,4.39,5.43,2995.31,0.76836,0.76836,0.76433,0.76433
2010-02-05,4.29,5.31,2939.4,0.74677,0.74677,0.73629,0.73629
2010-02-08,4.32,5.31,2935.17,0.75181,0.75181,0.7365,0.7365
2010-02-09,4.29,5.33,2948.84,0.74638,0.74638,0.74316,0.74316
2010-02-10,4.37,5.4,2982.5,0.76508,0.76508,0.75945,0.75945
2010-02-11,4.37,5.35,2985.5,0.76527,0.76527,0.75,0.75
2010-02-12,4.42,5.46,3018.13,0.77349,0.77349,0.76948,0.76948
2010-02-22,4.42,5.46,3003.4,0.77368,0.77368,0.76966,0.76966
2010-02-23,4.43,5.49,2982.58,0.77466,0.77466,0.77386,0.77386
2010-02-24,4.54,5.62,3022.18,0.78926,0.78926,0.78846,0.78846
2010-02-25,4.61,5.7,3060.62,0.80064,0.80064,0.79664,0.79664
2010-02-26,4.62,5.67,3051.94,0.8024,0.8024,0.7928,0.7928
2010-03-01,4.67,5.72,3087.84,0.81695,0.81695,0.79936,0.79936
2010-03-02,4.67,5.72,3073.11,0.81709,0.81709,0.79952,0.79952
2010-03-03,4.72,5.8,3097.01,0.82362,0.82362,0.81405,0.81405
2010-03-04,4.53,5.59,3023.37,0.78309,0.78309,0.77831,0.77831
2010-03-05,4.56,5.61,3031.07,0.78725,0.78725,0.78327,0.78327
2010-03-08,4.61,5.67,3053.23,0.79857,0.79857,0.7914,0.7914
2010-03-09,4.62,5.68,3069.14,0.80111,0.80111,0.79475,0.79475
2010-03-10,4.54,5.62,3048.93,0.78458,0.78458,0.78458,0.78458
2010-03-11,4.54,5.61,3051.28,0.78475,0.78475,0.78157,0.78157
2010-03-12,4.49,5.52,3013.41,0.77302,0.77302,0.77143,0.77143
2010-03-15,4.45,5.48,2976.94,0.76844,0.76844,0.76447,0.76447
2010-03-16,4.48,5.52,2992.84,0.77179,0.77179,0.77179,0.77179
2010-03-17,4.59,5.64,3050.48,0.79335,0.79335,0.7886,0.7886
2010-03-18,4.59,5.64,3046.09,0.79351,0.79351,0.78877,0.78877
2010-03-19,4.65,5.69,3067.75,0.80949,0.80949,0.79605,0.79605
2010-03-22,4.69,5.73,3074.58,0.82227,0.82227,0.80174,0.80174
2010-03-23,4.66,5.72,3053.13,0.81294,0.81294,0.80032,0.80032
2010-03-24,4.72,5.76,3056.81,0.82571,0.82571,0.80678,0.80678
2010-03-25,4.65,5.68,3019.18,0.80772,0.80772,0.79354,0.79354
2010-03-26,4.72,5.72,3059.72,0.82598,0.82598,0.8,0.8
2010-03-29,4.72,5.76,3123.8,0.82612,0.82612,0.80724,0.80724
2010-03-30,4.77,5.83,3128.47,0.83569,0.83569,0.81918,0.81918
2010-03-31,4.78,5.82,3109.11,0.83739,0.83739,0.81775,0.81775
2010-04-01,4.85,5.91,3147.42,0.84694,0.84694,0.83203,0.83203
2010-04-02,4.86,5.9,3157.96,0.84941,0.84941,0.83059,0.83059
2010-04-06,4.87,5.97,3158.68,0.84953,0.84953,0.84013,0.84013
2010-04-07,4.91,6.0,3148.22,0.8567,0.8567,0.8426,0.8426
2010-04-08,4.87,5.97,3118.71,0.84898,0.84898,0.83959,0.83959
2010-04-09,4.94,6.07,3145.35,0.86005,0.86005,0.8491,0.8491
2010-04-12,4.99,6.11,3129.26,0.86328,0.86328,0.85234,0.85234
2010-04-13,4.88,6.03,3161.25,0.8509,0.8509,0.84231,0.84231
2010-04-14,4.95,6.1,3166.18,0.85959,0.85959,0.85101,0.85101
2010-04-15,4.88,6.03,3164.97,0.85035,0.85035,0.84178,0.84178
2010-04-16,4.88,6.03,3130.3,0.85047,0.85047,0.8419,0.8419
2010-04-19,4.67,5.74,2980.3,0.80778,0.80778,0.79611,0.79611
2010-04-20,4.68,5.85,2979.53,0.81026,0.81026,0.81493,0.81493
2010-04-21,4.81,5.98,3033.28,0.83372,0.83372,0.83683,0.83683
2010-04-22,4.83,5.95,2999.48,0.83618,0.83618,0.83307,0.83307
2010-04-23,4.77,5.88,2983.54,0.827,0.827,0.81846,0.81846
2010-04-26,4.74,5.8,2969.5,0.82248,0.82248,0.8062,0.8062
2010-04-27,4.57,5.62,2907.93,0.77149,0.77149,0.7684,0.7684
2010-04-28,4.54,5.66,2900.33,0.7678,0.7678,0.77477,0.77477
2010-04-29,4.42,5.51,2868.43,0.74633,0.74633,0.75019,0.75019
2010-04-30,4.21,5.28,2870.61,0.7017,0.7017,0.70093,0.70093
2010-05-04,4.21,5.32,2835.28,0.70193,0.70193,0.71042,0.71042
2010-05-05,4.33,5.46,2857.15,0.72685,0.72685,0.74228,0.74228
2010-05-06,4.21,5.29,2739.7,0.70162,0.70162,0.70085,0.70085
2010-05-07,4.2,5.21,2688.38,0.69723,0.69723,0.68567,0.68567
2010-05-10,4.06,5.17,2698.76,0.6759,0.6759,0.68206,0.68206
2010-05-11,3.94,5.02,2647.57,0.65077,0.65077,0.66077,0.66077
2010-05-12,3.82,4.89,2655.71,0.62952,0.62952,0.63182,0.63182
2010-05-13,3.9,4.99,2710.51,0.64363,0.64363,0.65361,0.65361
2010-05-14,3.96,5.05,2696.63,0.65388,0.65388,0.66462,0.66462
2010-05-17,3.68,4.67,2559.93,0.60199,0.60199,0.59739,0.59739
2010-05-18,3.72,4.72,2594.78,0.61073,0.61073,0.6069,0.6069
2010-05-19,3.73,4.78,2587.81,0.61179,0.61179,0.61485,0.61485
2010-05-20,3.66,4.66,2555.94,0.59602,0.59602,0.59373,0.59373
2010-05-21,3.71,4.74,2583.52,0.60856,0.60856,0.60856,0.60856
2010-05-24,3.89,5.0,2673.42,0.64171,0.64171,0.65699,0.65699
2010-05-25,3.86,4.93,2622.63,0.63435,0.63435,0.64046,0.64046
2010-05-26,3.87,5.01,2625.79,0.63768,0.63768,0.65828,0.65828
2010-05-27,3.95,5.08,2655.92,0.65473,0.65473,0.66997,0.66997
2010-05-28,3.97,5.1,2655.77,0.65651,0.65651,0.67403,0.67403
2010-05-31,3.85,4.96,2592.15,0.6309,0.6309,0.64155,0.64155
2010-06-01,3.76,4.86,2568.28,0.61445,0.61445,0.6251,0.6251
2010-06-02,3.82,4.92,2571.42,0.62766,0.62766,0.63678,0.63678
2010-06-03,3.82,4.88,2552.66,0.62794,0.62794,0.62718,0.62718
2010-06-04,3.85,4.95,2553.59,0.63202,0.63202,0.64112,0.64112
2010-06-07,3.85,4.95,2511.73,0.6323,0.6323,0.64139,0.64139
2010-06-08,3.92,5.0,2513.95,0.65,0.65,0.65758,0.65758
2010-06-09,3.99,5.11,2583.87,0.66162,0.66162,0.67676,0.67676
2010-06-10,4.01,5.14,2562.58,0.66566,0.66566,0.6823,0.6823
2010-06-11,4.03,5.13,2569.94,0.67196,0.67196,0.67876,0.67876
2010-06-17,3.97,5.06,2560.25,0.6571,0.6571,0.66767,0.66767
2010-06-18,3.79,4.86,2513.22,0.61887,0.61887,0.62113,0.62113
2010-06-21,3.91,5.0,2586.21,0.64555,0.64555,0.65611,0.65611
2010-06-22,3.94,5.04,2588.7,0.6526,0.6526,0.6639,0.6639
2010-06-23,3.92,5.0,2569.87,0.64834,0.64834,0.65587,0.65587
2010-06-24,3.94,5.02,2566.75,0.65312,0.65312,0.66215,0.66215
2010-06-25,3.86,4.92,2552.82,0.63083,0.63083,0.63233,0.63233
2010-06-28,3.79,4.82,2535.28,0.61683,0.61683,0.61157,0.61157
2010-06-29,3.57,4.55,2427.05,0.57207,0.57207,0.56982,0.56982
2010-06-30,3.5,4.46,2398.37,0.55814,0.55814,0.55589,0.55589
2010-07-01,3.46,4.41,2373.79,0.55322,0.55322,0.55097,0.55097
2010-07-02,3.46,4.38,2382.9,0.55356,0.55356,0.54981,0.54981
2010-07-05,3.43,4.35,2363.95,0.54566,0.54566,0.54566,0.54566
2010-07-06,3.52,4.47,2409.42,0.56245,0.56245,0.55797,0.55797
2010-07-07,3.56,4.51,2421.12,0.56951,0.56951,0.56652,0.56652
2010-07-08,3.56,4.51,2415.15,0.56983,0.56983,0.56684,0.56684
2010-07-09,3.64,4.63,2470.92,0.58582,0.58582,0.58134,0.58134
2010-07-12,3.67,4.69,2490.72,0.58911,0.58911,0.59359,0.59359
2010-07-13,3.62,4.62,2450.29,0.58048,0.58048,0.58048,0.58048
2010-07-14,3.65,4.65,2470.44,0.58749,0.58749,0.58451,0.58451
2010-07-15,3.56,4.52,2424.3,0.56845,0.56845,0.56622,0.56622
2010-07-16,3.56,4.56,2424.27,0.56877,0.56877,0.57398,0.57398
2010-07-19,3.66,4.65,2475.42,0.58915,0.58915,0.58544,0.58544
2010-07-20,3.76,4.78,2528.73,0.61173,0.61173,0.6095,0.6095
2010-07-21,3.75,4.79,2535.39,0.60905,0.60905,0.61053,0.61053
2010-07-22,3.84,4.86,2562.41,0.62936,0.62936,0.62417,0.62417
2010-07-23,3.83,4.86,2572.03,0.62815,0.62815,0.62444,0.62444
2010-07-26,3.89,4.92,2588.68,0.64471,0.64471,0.63805,0.63805
2010-07-27,3.88,4.93,2575.37,0.64127,0.64127,0.64053,0.64053
2010-07-28,3.96,5.02,2633.66,0.66297,0.66297,0.66814,0.66814
2010-07-29,3.97,5.05,2648.12,0.6647,0.6647,0.67282,0.67282
2010-07-30,3.97,5.04,2637.5,0.66494,0.66494,0.67011,0.67011
2010-08-02,4.04,5.1,2672.52,0.68289,0.68289,0.68215,0.68215
2010-08-03,3.97,5.02,2627.0,0.6647,0.6647,0.66691,0.66691
